"日付け","終値","始値","高値","安値","出来高","前日比%"
"2013年10月11日","125.51","125.51","125.51","125.51","-","-0.15%"
"2013年10月10日","125.70","125.70","125.70","125.70","-","-0.11%"
"2013年10月09日","125.84","125.84","125.84","125.84","-","1.22%"
"2013年10月08日","124.32","124.32","124.32","124.32","-","0.88%"
"2013年10月07日","123.24","123.24","123.24","123.24","-","1.28%"
"2013年10月06日","121.68","121.68","121.68","121.68","-","0.45%"
"2013年10月05日","121.14","121.14","121.14","121.14","-","-0.12%"
"2013年10月04日","121.29","121.29","121.29","121.29","-","3.83%"
"2013年10月03日","116.82","116.82","116.82","116.82","-","17.04%"
"2013年10月02日","99.81","99.81","99.81","99.81","-","-20.46%"
"2013年10月01日","125.49","125.49","125.49","125.49","-","1.94%"
"2013年09月30日","123.10","123.10","123.10","123.10","-","-1.66%"
"2013年09月29日","125.18","125.18","125.18","125.18","-","0.34%"
"2013年09月28日","124.75","124.75","124.75","124.75","-","1.01%"
"2013年09月27日","123.50","123.50","123.50","123.50","-","0.02%"
"2013年09月26日","123.48","123.48","123.48","123.48","-","0.05%"
"2013年09月25日","123.42","123.42","123.42","123.42","-","0.72%"
"2013年09月24日","122.54","122.54","122.54","122.54","-","0.26%"
"2013年09月23日","122.22","122.22","122.22","122.22","-","-0.35%"
"2013年09月22日","122.65","122.65","122.65","122.65","-","0.01%"
"2013年09月21日","122.64","122.64","122.64","122.64","-","-0.21%"
"2013年09月20日","122.90","122.90","122.90","122.90","-","-1.04%"
"2013年09月19日","124.19","124.19","124.19","124.19","-","-1.67%"
"2013年09月18日","126.30","126.30","126.30","126.30","-","0.26%"
"2013年09月17日","125.97","125.97","125.97","125.97","-","0.73%"
"2013年09月16日","125.06","125.06","125.06","125.06","-","0.39%"
"2013年09月15日","124.58","124.58","124.58","124.58","-","0.40%"
"2013年09月14日","124.08","124.08","124.08","124.08","-","-1.92%"
"2013年09月13日","126.51","126.51","126.51","126.51","-","0.60%"
"2013年09月12日","125.76","125.76","125.76","125.76","-","0.25%"
"2013年09月11日","125.45","125.45","125.45","125.45","-","3.29%"
"2013年09月10日","121.46","121.46","121.46","121.46","-","1.20%"
"2013年09月09日","120.02","120.02","120.02","120.02","-","2.94%"
"2013年09月08日","116.59","116.59","116.59","116.59","-","-2.07%"
"2013年09月07日","119.05","119.05","119.05","119.05","-","2.35%"
"2013年09月06日","116.32","116.32","116.32","116.32","-","-3.49%"
"2013年09月05日","120.53","120.53","120.53","120.53","-","-0.03%"
"2013年09月04日","120.57","120.57","120.57","120.57","-","-5.50%"
"2013年09月03日","127.59","127.59","127.59","127.59","-","0.18%"
"2013年09月02日","127.36","127.36","127.36","127.36","-","-0.70%"
"2013年09月01日","128.26","128.26","128.26","128.26","-","-0.93%"
"2013年08月31日","129.46","129.46","129.46","129.46","-","5.06%"
"2013年08月30日","123.23","123.23","123.23","123.23","-","4.86%"
"2013年08月29日","117.52","117.52","117.52","117.52","-","-0.06%"
"2013年08月28日","117.59","117.59","117.59","117.59","-","0.12%"
"2013年08月27日","117.45","117.45","117.45","117.45","-","4.65%"
"2013年08月26日","112.23","112.23","112.23","112.23","-","0.39%"
"2013年08月25日","111.79","111.79","111.79","111.79","-","2.85%"
"2013年08月24日","108.69","108.69","108.69","108.69","-","1.06%"
"2013年08月23日","107.55","107.55","107.55","107.55","-","-1.99%"
"2013年08月22日","109.73","109.73","109.73","109.73","-","-1.53%"
"2013年08月21日","111.44","111.44","111.44","111.44","-","6.12%"
"2013年08月20日","105.01","105.01","105.01","105.01","-","2.65%"
"2013年08月19日","102.30","102.30","102.30","102.30","-","3.50%"
"2013年08月18日","98.84","98.84","98.84","98.84","-","-0.72%"
"2013年08月17日","99.56","99.56","99.56","99.56","-","1.25%"
"2013年08月16日","98.33","98.33","98.33","98.33","-","0.81%"
"2013年08月15日","97.54","97.54","97.54","97.54","-","-0.43%"
"2013年08月14日","97.96","97.96","97.96","97.96","-","0.06%"
"2013年08月13日","97.90","97.90","97.90","97.90","-","2.97%"
"2013年08月12日","95.08","95.08","95.08","95.08","-","0.98%"
"2013年08月11日","94.16","94.16","94.16","94.16","-","0.93%"
"2013年08月10日","93.29","93.29","93.29","93.29","-","-0.07%"
"2013年08月09日","93.36","93.36","93.36","93.36","-","-1.49%"
"2013年08月08日","94.77","94.77","94.77","94.77","-","-2.22%"
"2013年08月07日","96.92","96.92","96.92","96.92","-","-0.22%"
"2013年08月06日","97.13","97.13","97.13","97.13","-","0.22%"
"2013年08月05日","96.92","96.92","96.92","96.92","-","0.33%"
"2013年08月04日","96.60","96.60","96.60","96.60","-","-0.06%"
"2013年08月03日","96.66","96.66","96.66","96.66","-","-0.60%"
"2013年08月02日","97.24","97.24","97.24","97.24","-","0.85%"
"2013年08月01日","96.42","96.42","96.42","96.42","-","-1.52%"
"2013年07月31日","97.91","97.91","97.91","97.91","-","1.66%"
"2013年07月30日","96.31","96.31","96.31","96.31","-","3.23%"
"2013年07月29日","93.30","93.30","93.30","93.30","-","1.30%"
"2013年07月28日","92.10","92.10","92.10","92.10","-","3.37%"
"2013年07月27日","89.10","89.10","89.10","89.10","-","-1.69%"
"2013年07月26日","90.63","90.63","90.63","90.63","-","1.36%"
"2013年07月25日","89.41","89.41","89.41","89.41","-","2.23%"
"2013年07月24日","87.46","87.46","87.46","87.46","-","0.60%"
"2013年07月23日","86.94","86.94","86.94","86.94","-","0.99%"
"2013年07月22日","86.09","86.09","86.09","86.09","-","0.73%"
"2013年07月21日","85.47","85.47","85.47","85.47","-","-0.23%"
"2013年07月20日","85.67","85.67","85.67","85.67","-","-0.13%"
"2013年07月19日","85.78","85.78","85.78","85.78","-","0.41%"
"2013年07月18日","85.43","85.43","85.43","85.43","-","-5.64%"
"2013年07月17日","90.54","90.54","90.54","90.54","-","-2.37%"
"2013年07月16日","92.74","92.74","92.74","92.74","-","-0.43%"
"2013年07月15日","93.14","93.14","93.14","93.14","-","3.07%"
"2013年07月14日","90.37","90.37","90.37","90.37","-","-1.12%"
"2013年07月13日","91.39","91.39","91.39","91.39","-","3.31%"
"2013年07月12日","88.46","88.46","88.46","88.46","-","-3.03%"
"2013年07月11日","91.22","91.22","91.22","91.22","-","7.94%"
"2013年07月10日","84.51","84.51","84.51","84.51","-","13.86%"
"2013年07月09日","74.22","74.22","74.22","74.22","-","-0.46%"
"2013年07月08日","74.56","74.56","74.56","74.56","-","2.83%"
"2013年07月07日","72.51","72.51","72.51","72.51","-","8.47%"
"2013年07月06日","66.85","66.85","66.85","66.85","-","0.77%"
"2013年07月05日","66.34","66.34","66.34","66.34","-","-14.60%"
"2013年07月04日","77.68","77.68","77.68","77.68","-","1.03%"
"2013年07月03日","76.89","76.89","76.89","76.89","-","-12.29%"
"2013年07月02日","87.66","87.66","87.66","87.66","-","3.60%"
"2013年07月01日","84.61","84.61","84.61","84.61","-","-13.23%"
"2013年06月30日","97.51","97.51","97.51","97.51","-","2.64%"
"2013年06月29日","95.00","95.00","95.00","95.00","-","0.36%"
"2013年06月28日","94.66","94.66","94.66","94.66","-","-6.96%"
"2013年06月27日","101.74","101.74","101.74","101.74","-","-2.17%"
"2013年06月26日","104.00","104.00","104.00","104.00","-","0.65%"
"2013年06月25日","103.33","103.33","103.33","103.33","-","1.21%"
"2013年06月24日","102.09","102.09","102.09","102.09","-","-5.38%"
"2013年06月23日","107.90","107.90","107.90","107.90","-","-0.28%"
"2013年06月22日","108.20","108.20","108.20","108.20","-","-1.19%"
"2013年06月21日","109.50","109.50","109.50","109.50","-","-1.61%"
"2013年06月20日","111.29","111.29","111.29","111.29","-","2.81%"
"2013年06月19日","108.25","108.25","108.25","108.25","-","0.84%"
"2013年06月18日","107.35","107.35","107.35","107.35","-","5.30%"
"2013年06月17日","101.95","101.95","101.95","101.95","-","2.05%"
"2013年06月16日","99.90","99.90","99.90","99.90","-","0.10%"
"2013年06月15日","99.80","99.80","99.80","99.80","-","-0.20%"
"2013年06月14日","100.00","100.00","100.00","100.00","-","-3.80%"
"2013年06月13日","103.95","103.95","103.95","103.95","-","-4.44%"
"2013年06月12日","108.78","108.78","108.78","108.78","-","-0.20%"
"2013年06月11日","109.00","109.00","109.00","109.00","-","2.49%"
"2013年06月10日","106.35","106.35","106.35","106.35","-","5.88%"
"2013年06月09日","100.44","100.44","100.44","100.44","-","-6.91%"
"2013年06月08日","107.89","107.89","107.89","107.89","-","-2.80%"
"2013年06月07日","111.00","111.00","111.00","111.00","-","-6.70%"
"2013年06月06日","118.97","118.97","118.97","118.97","-","-2.40%"
"2013年06月05日","121.90","121.90","121.90","121.90","-","0.41%"
"2013年06月04日","121.40","121.40","121.40","121.40","-","0.55%"
"2013年06月03日","120.74","120.74","120.74","120.74","-","-1.44%"
"2013年06月02日","122.50","122.50","122.50","122.50","-","-5.26%"
"2013年06月01日","129.30","129.30","129.30","129.30","-","0.37%"
"2013年05月31日","128.82","128.82","128.82","128.82","-","0.02%"
"2013年05月30日","128.80","128.80","128.80","128.80","-","-2.61%"
"2013年05月29日","132.25","132.25","132.25","132.25","-","2.52%"
"2013年05月28日","129.00","129.00","129.00","129.00","-","-0.59%"
"2013年05月27日","129.77","129.77","129.77","129.77","-","-2.79%"
"2013年05月26日","133.50","133.50","133.50","133.50","-","1.14%"
"2013年05月25日","131.99","131.99","131.99","131.99","-","-0.83%"
"2013年05月24日","133.10","133.10","133.10","133.10","-","5.38%"
"2013年05月23日","126.30","126.30","126.30","126.30","-","2.02%"
"2013年05月22日","123.80","123.80","123.80","123.80","-","0.74%"
"2013年05月21日","122.89","122.89","122.89","122.89","-","0.71%"
"2013年05月20日","122.02","122.02","122.02","122.02","-","-0.39%"
"2013年05月19日","122.50","122.50","122.50","122.50","-","-0.58%"
"2013年05月18日","123.21","123.21","123.21","123.21","-","-0.23%"
"2013年05月17日","123.50","123.50","123.50","123.50","-","4.48%"
"2013年05月16日","118.21","118.21","118.21","118.21","-","3.49%"
"2013年05月15日","114.22","114.22","114.22","114.22","-","2.53%"
"2013年05月14日","111.40","111.40","111.40","111.40","-","-5.58%"
"2013年05月13日","117.98","117.98","117.98","117.98","-","2.75%"
"2013年05月12日","114.82","114.82","114.82","114.82","-","-0.71%"
"2013年05月11日","115.64","115.64","115.64","115.64","-","-1.75%"
"2013年05月10日","117.70","117.70","117.70","117.70","-","4.34%"
"2013年05月09日","112.80","112.80","112.80","112.80","-","-0.35%"
"2013年05月08日","113.20","113.20","113.20","113.20","-","3.28%"
"2013年05月07日","109.60","109.60","109.60","109.60","-","-2.36%"
"2013年05月06日","112.25","112.25","112.25","112.25","-","-3.22%"
"2013年05月05日","115.98","115.98","115.98","115.98","-","2.73%"
"2013年05月04日","112.90","112.90","112.90","112.90","-","15.09%"
"2013年05月03日","98.10","98.10","98.10","98.10","-","-7.67%"
"2013年05月02日","106.25","106.25","106.25","106.25","-","-8.70%"
"2013年05月01日","116.38","116.38","116.38","116.38","-","-16.41%"
"2013年04月30日","139.23","139.23","139.23","139.23","-","-3.31%"
"2013年04月29日","144.00","144.00","144.00","144.00","-","7.11%"
"2013年04月28日","134.44","134.44","134.44","134.44","-","5.03%"
"2013年04月27日","128.00","128.00","128.00","128.00","-","-6.50%"
"2013年04月26日","136.90","136.90","136.90","136.90","-","-3.39%"
"2013年04月25日","141.71","141.71","141.71","141.71","-","-8.10%"
"2013年04月24日","154.20","154.20","154.20","154.20","-","7.48%"
"2013年04月23日","143.47","143.47","143.47","143.47","-","12.61%"
"2013年04月22日","127.40","127.40","127.40","127.40","-","6.88%"
"2013年04月21日","119.20","119.20","119.20","119.20","-","-5.86%"
"2013年04月20日","126.62","126.62","126.62","126.62","-","6.87%"
"2013年04月19日","118.48","118.48","118.48","118.48","-","8.69%"
"2013年04月18日","109.01","109.01","109.01","109.01","-","17.13%"
"2013年04月17日","93.07","93.07","93.07","93.07","-","36.15%"
"2013年04月16日","68.36","68.36","68.36","68.36","-","-17.03%"
"2013年04月15日","82.39","82.39","82.39","82.39","-","-8.46%"
"2013年04月14日","90.00","90.00","90.00","90.00","-","-3.23%"
"2013年04月13日","93.00","93.00","93.00","93.00","-","-20.51%"
"2013年04月12日","117.00","117.00","117.00","117.00","-","-6.33%"
"2013年04月11日","124.90","124.90","124.90","124.90","-","-24.30%"
"2013年04月10日","165.00","165.00","165.00","165.00","-","-28.26%"
"2013年04月09日","230.00","230.00","230.00","230.00","-","22.67%"
"2013年04月08日","187.50","187.50","187.50","187.50","-","15.53%"
"2013年04月07日","162.30","162.30","162.30","162.30","-","13.79%"
"2013年04月06日","142.63","142.63","142.63","142.63","-","0.22%"
"2013年04月05日","142.32","142.32","142.32","142.32","-","7.72%"
"2013年04月04日","132.12","132.12","132.12","132.12","-","-2.13%"
"2013年04月03日","135.00","135.00","135.00","135.00","-","14.43%"
"2013年04月02日","117.98","117.98","117.98","117.98","-","13.44%"
"2013年04月01日","104.00","104.00","104.00","104.00","-","11.79%"
"2013年03月31日","93.03","93.03","93.03","93.03","-","0.91%"
"2013年03月30日","92.19","92.19","92.19","92.19","-","1.87%"
"2013年03月29日","90.50","90.50","90.50","90.50","-","5.01%"
"2013年03月28日","86.18","86.18","86.18","86.18","-","-3.08%"
"2013年03月27日","88.92","88.92","88.92","88.92","-","13.27%"
"2013年03月26日","78.50","78.50","78.50","78.50","-","6.66%"
"2013年03月25日","73.60","73.60","73.60","73.60","-","2.94%"
"2013年03月24日","71.50","71.50","71.50","71.50","-","11.11%"
"2013年03月23日","64.35","64.35","64.35","64.35","-","-7.89%"
"2013年03月22日","69.86","69.86","69.86","69.86","-","-1.40%"
"2013年03月21日","70.85","70.85","70.85","70.85","-","9.86%"
"2013年03月20日","64.49","64.49","64.49","64.49","-","9.05%"
"2013年03月19日","59.14","59.14","59.14","59.14","-","14.61%"
"2013年03月18日","51.60","51.60","51.60","51.60","-","8.86%"
"2013年03月17日","47.40","47.40","47.40","47.40","-","0.85%"
"2013年03月16日","47.00","47.00","47.00","47.00","-","0.11%"
"2013年03月15日","46.95","46.95","46.95","46.95","-","-0.47%"
"2013年03月14日","47.17","47.17","47.17","47.17","-","0.53%"
"2013年03月13日","46.92","46.92","46.92","46.92","-","5.94%"
"2013年03月12日","44.29","44.29","44.29","44.29","-","-8.49%"
"2013年03月11日","48.40","48.40","48.40","48.40","-","5.22%"
"2013年03月10日","46.00","46.00","46.00","46.00","-","-1.81%"
"2013年03月09日","46.85","46.85","46.85","46.85","-","6.04%"
"2013年03月08日","44.18","44.18","44.18","44.18","-","5.19%"
"2013年03月07日","42.00","42.00","42.00","42.00","-","2.39%"
"2013年03月06日","41.02","41.02","41.02","41.02","-","1.71%"
"2013年03月05日","40.33","40.33","40.33","40.33","-","11.56%"
"2013年03月04日","36.15","36.15","36.15","36.15","-","4.78%"
"2013年03月03日","34.50","34.50","34.50","34.50","-","0.73%"
"2013年03月02日","34.25","34.25","34.25","34.25","-","-0.72%"
"2013年03月01日","34.50","34.50","34.50","34.50","-","3.36%"
"2013年02月28日","33.38","33.38","33.38","33.38","-","8.03%"
"2013年02月27日","30.90","30.90","30.90","30.90","-","-0.64%"
"2013年02月26日","31.10","31.10","31.10","31.10","-","2.30%"
"2013年02月25日","30.40","30.40","30.40","30.40","-","1.71%"
"2013年02月24日","29.89","29.89","29.89","29.89","-","0.30%"
"2013年02月23日","29.80","29.80","29.80","29.80","-","-1.49%"
"2013年02月22日","30.25","30.25","30.25","30.25","-","1.68%"
"2013年02月21日","29.75","29.75","29.75","29.75","-","0.37%"
"2013年02月20日","29.64","29.64","29.64","29.64","-","0.75%"
"2013年02月19日","29.42","29.42","29.42","29.42","-","9.17%"
"2013年02月18日","26.95","26.95","26.95","26.95","-","0.52%"
"2013年02月17日","26.81","26.81","26.81","26.81","-","-1.51%"
"2013年02月16日","27.22","27.22","27.22","27.22","-","0.44%"
"2013年02月15日","27.10","27.10","27.10","27.10","-","-0.44%"
"2013年02月14日","27.22","27.22","27.22","27.22","-","12.48%"
"2013年02月13日","24.20","24.20","24.20","24.20","-","-3.85%"
"2013年02月12日","25.17","25.17","25.17","25.17","-","2.11%"
"2013年02月11日","24.65","24.65","24.65","24.65","-","2.84%"
"2013年02月10日","23.97","23.97","23.97","23.97","-","1.35%"
"2013年02月09日","23.65","23.65","23.65","23.65","-","4.37%"
"2013年02月08日","22.66","22.66","22.66","22.66","-","2.30%"
"2013年02月07日","22.15","22.15","22.15","22.15","-","4.58%"
"2013年02月06日","21.18","21.18","21.18","21.18","-","2.82%"
"2013年02月05日","20.60","20.60","20.60","20.60","-","0.83%"
"2013年02月04日","20.43","20.43","20.43","20.43","-","-0.78%"
"2013年02月03日","20.59","20.59","20.59","20.59","-","4.89%"
"2013年02月02日","19.63","19.63","19.63","19.63","-","-4.24%"
"2013年02月01日","20.50","20.50","20.50","20.50","-","0.44%"
"2013年01月31日","20.41","20.41","20.41","20.41","-","3.60%"
"2013年01月30日","19.70","19.70","19.70","19.70","-","0.87%"
"2013年01月29日","19.53","19.53","19.53","19.53","-","4.33%"
"2013年01月28日","18.72","18.72","18.72","18.72","-","5.05%"
"2013年01月27日","17.82","17.82","17.82","17.82","-","-0.34%"
"2013年01月26日","17.88","17.88","17.88","17.88","-","2.76%"
"2013年01月25日","17.40","17.40","17.40","17.40","-","2.96%"
"2013年01月24日","16.90","16.90","16.90","16.90","-","-3.43%"
"2013年01月23日","17.50","17.50","17.50","17.50","-","1.39%"
"2013年01月22日","17.26","17.26","17.26","17.26","-","2.74%"
"2013年01月21日","16.80","16.80","16.80","16.80","-","7.01%"
"2013年01月20日","15.70","15.70","15.70","15.70","-","0.58%"
"2013年01月19日","15.61","15.61","15.61","15.61","-","-0.57%"
"2013年01月18日","15.70","15.70","15.70","15.70","-","1.29%"
"2013年01月17日","15.50","15.50","15.50","15.50","-","5.23%"
"2013年01月16日","14.73","14.73","14.73","14.73","-","3.37%"
"2013年01月15日","14.25","14.25","14.25","14.25","-","-0.35%"
"2013年01月14日","14.30","14.30","14.30","14.30","-","1.27%"
"2013年01月13日","14.12","14.12","14.12","14.12","-","-0.84%"
"2013年01月12日","14.24","14.24","14.24","14.24","-","0.71%"
"2013年01月11日","14.14","14.14","14.14","14.14","-","0.00%"
"2013年01月10日","14.14","14.14","14.14","14.14","-","2.69%"
"2013年01月09日","13.77","13.77","13.77","13.77","-","0.22%"
"2013年01月08日","13.74","13.74","13.74","13.74","-","1.10%"
"2013年01月07日","13.59","13.59","13.59","13.59","-","1.04%"
"2013年01月06日","13.45","13.45","13.45","13.45","-","0.07%"
"2013年01月05日","13.44","13.44","13.44","13.44","-","-0.44%"
"2013年01月04日","13.50","13.50","13.50","13.50","-","0.75%"
"2013年01月03日","13.40","13.40","13.40","13.40","-","0.90%"
"2013年01月02日","13.28","13.28","13.28","13.28","-","-0.15%"
"2013年01月01日","13.30","13.30","13.30","13.30","-","-1.55%"
"2012年12月31日","13.51","13.51","13.51","13.51","-","0.45%"
"2012年12月30日","13.45","13.45","13.45","13.45","-","0.37%"
"2012年12月29日","13.40","13.40","13.40","13.40","-","-0.15%"
"2012年12月28日","13.42","13.42","13.42","13.42","-","0.00%"
"2012年12月27日","13.42","13.42","13.42","13.42","-","-0.37%"
"2012年12月26日","13.47","13.47","13.47","13.47","-","0.90%"
"2012年12月25日","13.35","13.35","13.35","13.35","-","-0.22%"
"2012年12月24日","13.38","13.38","13.38","13.38","-","0.53%"
"2012年12月23日","13.31","13.31","13.31","13.31","-","-0.45%"
"2012年12月22日","13.37","13.37","13.37","13.37","-","-0.96%"
"2012年12月21日","13.50","13.50","13.50","13.50","-","-0.15%"
"2012年12月20日","13.52","13.52","13.52","13.52","-","-0.59%"
"2012年12月19日","13.60","13.60","13.60","13.60","-","2.26%"
"2012年12月18日","13.30","13.30","13.30","13.30","-","0.38%"
"2012年12月17日","13.25","13.25","13.25","13.25","-","-0.38%"
"2012年12月16日","13.30","13.30","13.30","13.30","-","-1.41%"
"2012年12月15日","13.49","13.49","13.49","13.49","-","-0.81%"
"2012年12月14日","13.60","13.60","13.60","13.60","-","-0.73%"
"2012年12月13日","13.70","13.70","13.70","13.70","-","0.00%"
"2012年12月12日","13.70","13.70","13.70","13.70","-","1.03%"
"2012年12月11日","13.56","13.56","13.56","13.56","-","0.97%"
"2012年12月10日","13.43","13.43","13.43","13.43","-","0.30%"
"2012年12月09日","13.39","13.39","13.39","13.39","-","-0.22%"
"2012年12月08日","13.42","13.42","13.42","13.42","-","-0.59%"
"2012年12月07日","13.50","13.50","13.50","13.50","-","1.50%"
"2012年12月06日","13.30","13.30","13.30","13.30","-","-0.60%"
"2012年12月05日","13.38","13.38","13.38","13.38","-","-0.22%"
"2012年12月04日","13.41","13.41","13.41","13.41","-","5.76%"
"2012年12月03日","12.68","12.68","12.68","12.68","-","1.44%"
"2012年12月02日","12.50","12.50","12.50","12.50","-","-0.48%"
"2012年12月01日","12.56","12.56","12.56","12.56","-","0.00%"
"2012年11月30日","12.56","12.56","12.56","12.56","-","0.88%"
"2012年11月29日","12.45","12.45","12.45","12.45","-","0.81%"
"2012年11月28日","12.35","12.35","12.35","12.35","-","1.23%"
"2012年11月27日","12.20","12.20","12.20","12.20","-","-0.41%"
"2012年11月26日","12.25","12.25","12.25","12.25","-","-1.84%"
"2012年11月25日","12.48","12.48","12.48","12.48","-","0.56%"
"2012年11月24日","12.41","12.41","12.41","12.41","-","0.57%"
"2012年11月23日","12.34","12.34","12.34","12.34","-","-0.64%"
"2012年11月22日","12.42","12.42","12.42","12.42","-","5.52%"
"2012年11月21日","11.77","11.77","11.77","11.77","-","0.34%"
"2012年11月20日","11.73","11.73","11.73","11.73","-","-0.59%"
"2012年11月19日","11.80","11.80","11.80","11.80","-","1.29%"
"2012年11月18日","11.65","11.65","11.65","11.65","-","-1.19%"
"2012年11月17日","11.79","11.79","11.79","11.79","-","0.34%"
"2012年11月16日","11.75","11.75","11.75","11.75","-","4.91%"
"2012年11月15日","11.20","11.20","11.20","11.20","-","2.28%"
"2012年11月14日","10.95","10.95","10.95","10.95","-","0.00%"
"2012年11月13日","10.95","10.95","10.95","10.95","-","-0.54%"
"2012年11月12日","11.01","11.01","11.01","11.01","-","1.29%"
"2012年11月11日","10.87","10.87","10.87","10.87","-","-0.18%"
"2012年11月10日","10.89","10.89","10.89","10.89","-","0.74%"
"2012年11月09日","10.81","10.81","10.81","10.81","-","-1.01%"
"2012年11月08日","10.92","10.92","10.92","10.92","-","0.00%"
"2012年11月07日","10.92","10.92","10.92","10.92","-","0.18%"
"2012年11月06日","10.90","10.90","10.90","10.90","-","1.40%"
"2012年11月05日","10.75","10.75","10.75","10.75","-","-0.46%"
"2012年11月04日","10.80","10.80","10.80","10.80","-","1.50%"
"2012年11月03日","10.64","10.64","10.64","10.64","-","1.62%"
"2012年11月02日","10.47","10.47","10.47","10.47","-","-0.95%"
"2012年11月01日","10.57","10.57","10.57","10.57","-","-5.63%"
"2012年10月31日","11.20","11.20","11.20","11.20","-","2.85%"
"2012年10月30日","10.89","10.89","10.89","10.89","-","2.74%"
"2012年10月29日","10.60","10.60","10.60","10.60","-","-0.93%"
"2012年10月28日","10.70","10.70","10.70","10.70","-","4.29%"
"2012年10月27日","10.26","10.26","10.26","10.26","-","0.88%"
"2012年10月26日","10.17","10.17","10.17","10.17","-","-6.35%"
"2012年10月25日","10.86","10.86","10.86","10.86","-","-6.78%"
"2012年10月24日","11.65","11.65","11.65","11.65","-","0.00%"
"2012年10月23日","11.65","11.65","11.65","11.65","-","-0.51%"
"2012年10月22日","11.71","11.71","11.71","11.71","-","0.69%"
"2012年10月21日","11.63","11.63","11.63","11.63","-","-0.94%"
"2012年10月20日","11.74","11.74","11.74","11.74","-","0.00%"
"2012年10月19日","11.74","11.74","11.74","11.74","-","-1.68%"
"2012年10月18日","11.94","11.94","11.94","11.94","-","1.10%"
"2012年10月17日","11.81","11.81","11.81","11.81","-","-0.34%"
"2012年10月16日","11.85","11.85","11.85","11.85","-","0.08%"
"2012年10月15日","11.84","11.84","11.84","11.84","-","0.85%"
"2012年10月14日","11.74","11.74","11.74","11.74","-","-1.01%"
"2012年10月13日","11.86","11.86","11.86","11.86","-","-1.17%"
"2012年10月12日","12.00","12.00","12.00","12.00","-","-0.25%"
"2012年10月11日","12.03","12.03","12.03","12.03","-","-0.74%"
"2012年10月10日","12.12","12.12","12.12","12.12","-","1.93%"
"2012年10月09日","11.89","11.89","11.89","11.89","-","0.93%"
"2012年10月08日","11.78","11.78","11.78","11.78","-","-0.17%"
"2012年10月07日","11.80","11.80","11.80","11.80","-","-5.60%"
"2012年10月06日","12.50","12.50","12.50","12.50","-","-1.50%"
"2012年10月05日","12.69","12.69","12.69","12.69","-","-1.25%"
"2012年10月04日","12.85","12.85","12.85","12.85","-","-0.31%"
"2012年10月03日","12.89","12.89","12.89","12.89","-","0.39%"
"2012年10月02日","12.84","12.84","12.84","12.84","-","3.55%"
"2012年10月01日","12.40","12.40","12.40","12.40","-","0.00%"
"2012年09月30日","12.40","12.40","12.40","12.40","-","0.32%"
"2012年09月29日","12.36","12.36","12.36","12.36","-","-0.24%"
"2012年09月28日","12.39","12.39","12.39","12.39","-","0.65%"
"2012年09月27日","12.31","12.31","12.31","12.31","-","0.33%"
"2012年09月26日","12.27","12.27","12.27","12.27","-","0.57%"
"2012年09月25日","12.20","12.20","12.20","12.20","-","0.83%"
"2012年09月24日","12.10","12.10","12.10","12.10","-","-0.74%"
"2012年09月23日","12.19","12.19","12.19","12.19","-","-0.41%"
"2012年09月22日","12.24","12.24","12.24","12.24","-","-1.05%"
"2012年09月21日","12.37","12.37","12.37","12.37","-","0.73%"
"2012年09月20日","12.28","12.28","12.28","12.28","-","-2.31%"
"2012年09月19日","12.57","12.57","12.57","12.57","-","2.61%"
"2012年09月18日","12.25","12.25","12.25","12.25","-","3.03%"
"2012年09月17日","11.89","11.89","11.89","11.89","-","0.17%"
"2012年09月16日","11.87","11.87","11.87","11.87","-","1.02%"
"2012年09月15日","11.75","11.75","11.75","11.75","-","0.69%"
"2012年09月14日","11.67","11.67","11.67","11.67","-","2.37%"
"2012年09月13日","11.40","11.40","11.40","11.40","-","0.35%"
"2012年09月12日","11.36","11.36","11.36","11.36","-","0.26%"
"2012年09月11日","11.33","11.33","11.33","11.33","-","1.43%"
"2012年09月10日","11.17","11.17","11.17","11.17","-","1.36%"
"2012年09月09日","11.02","11.02","11.02","11.02","-","-0.18%"
"2012年09月08日","11.04","11.04","11.04","11.04","-","0.36%"
"2012年09月07日","11.00","11.00","11.00","11.00","-","-1.61%"
"2012年09月06日","11.18","11.18","11.18","11.18","-","1.64%"
"2012年09月05日","11.00","11.00","11.00","11.00","-","5.97%"
"2012年09月04日","10.38","10.38","10.38","10.38","-","-1.42%"
"2012年09月03日","10.53","10.53","10.53","10.53","-","3.24%"
"2012年09月02日","10.20","10.20","10.20","10.20","-","2.31%"
"2012年09月01日","9.97","9.97","9.97","9.97","-","-1.87%"
"2012年08月31日","10.16","10.16","10.16","10.16","-","-5.75%"
"2012年08月30日","10.78","10.78","10.78","10.78","-","-1.28%"
"2012年08月29日","10.92","10.92","10.92","10.92","-","-0.18%"
"2012年08月28日","10.94","10.94","10.94","10.94","-","-0.09%"
"2012年08月27日","10.95","10.95","10.95","10.95","-","3.20%"
"2012年08月26日","10.61","10.61","10.61","10.61","-","0.86%"
"2012年08月25日","10.52","10.52","10.52","10.52","-","-0.75%"
"2012年08月24日","10.60","10.60","10.60","10.60","-","4.95%"
"2012年08月23日","10.10","10.10","10.10","10.10","-","2.96%"
"2012年08月22日","9.81","9.81","9.81","9.81","-","-1.01%"
"2012年08月21日","9.91","9.91","9.91","9.91","-","-1.88%"
"2012年08月20日","10.10","10.10","10.10","10.10","-","26.25%"
